ADDRESS,STREET NUMBER,STREET,APARTMENT,CITY,COUNTY,STATE,ZIP CODE,LIST PRICE,PRIOR PRICE,PRIOR PRICE DATE,CHANGE FROM PRIOR PRICE ($),CHANGE FROM PRIOR PRICE (%),ORIGINAL PRICE,ORIGINAL PRICE DATE,CHANGE FROM ORIGINAL PRICE ($),CHANGE FROM ORIGINAL PRICE (%),SALE PRICE,SALE DATE,STATUS,LISTING TYPE,PROPERTY TYPE,BEDS,FULL BATHS,PARTIAL BATHS,SQ FT,PRICE/SQFT,LOT SIZE,YEAR BUILT,NEIGHBORHOOD,DESCRIPTION,PRIMARY PHOTO,NUMBER OF PHOTOS,VIRTUAL TOUR,MY NOTES,DATE SAVED,MLS ID,DAYS ON TRULIA,URL,AGENT NAME,AGENT EMAIL,AGENT PHONE,BROKER NAME,PROVIDED BY,LISTING SOURCE URL,OPEN HOUSE DATE (1),OPEN HOUSE TIME (1),OPEN HOUSE END TIME (1),OPEN HOUSE DATE (2),OPEN HOUSE START TIME (2),OPEN HOUSE END TIME (2),OPEN HOUSE DATE (3),OPEN HOUSE START TIME (3),OPEN HOUSE END TIME (3)
      13231 SW Hillshire Dr Tigard OR 97223,13231,SW Hillshire Dr,,Tigard,Washington,OR,97223,435000,,,,,,,,,,,For Sale,Resale,Single-Family Home,3,2,1,2313,188.06744,7 405 sqft,1994,,Fantastic Bull Mt 3 Bedroom w/ Den & 3 car garage! Nice open floorplan with vaults skylights and upgrades. This home has hardwood floors newer carpets & new Granite kitchen counters sink & fixtures. Kitchen open to family room w/ cooking isl nook pantry pull outs built ins & Speakers. Master suite with tile double sinks soak tub and walk in. Gorgeous Peaceful backyard with deck and pergola. An extra room off garage too.,http://thumbs.trulia-cdn.com/pictures/thumbs_big/ps.61/d/5/1/1/picture-uh=603241706d249e56f1899ce7b8d5c871-ps=d511e5a87db5ac7364a62a5c7998198.jpg,15,,,2014-04-27 06:38:54,14392209,14,http://www.trulia.com/property/3153738212-13231-SW-Hillshire-Dr-Tigard-OR-97223,Todd and Leslie McCabe,info@toddmccabe.com,(503) 451-6400,,Keller Williams Realty Portland Premiere,http://realestate.kellerwilliams.com/pages/RMLSOR/14392209/?channel=trulia,,,,,,,,,
      10700 SW Summer Lake Dr Tigard OR 97223,10700,SW Summer Lake Dr,,Tigard,Washington,OR,97223,360000,,,,,,,,,,,For Sale,Resale,Single-Family Home,4,2,1,2432,148.02632,6 098 sqft,1988,,Desirable home in Amart Summer Lake Subdivision ~ 4 bedrooms ~ 2.5 bathrooms ~ well maintain backyard with mature plants ~ open kitchen concept flow into family room ~ formal living and dining room ~ Open house Sunday May 4th between 11-3 ~,http://thumbs.trulia-cdn.com/pictures/thumbs_big/ps.61/5/d/4/1/picture-uh=95f1e55e348b88278fe52a2c0d44782-ps=5d414627980fea038e9dd9d79d83e3e.jpg,14,,,2014-04-27 06:38:38,14462276,14,http://www.trulia.com/property/3153741313-10700-SW-Summer-Lake-Dr-Tigard-OR-97223,Tony Ngo,tn8288@gmail.com,(503) 928-7008,,Real Estate Performance Group,http://listings.listhub.net/pages/RMLSOR/14462276/?channel=trulia,,,,,,,,,
      9640 SW Shady Pl Tigard OR 97223,9640,SW Shady Pl,,Tigard,Washington,OR,97223,499900,,,,,,,,,,,For Sale,Resale,Single-Family Home,4,2,1,2806,178.15396,7 405 sqft,2007,,Luxurious traditional. A grand foyer introduces you to the spacious floor plan w/dark hardwoods and a great room experience w/natural light & a gas FP. The gourmet kitchen is complete with ss appliances and a cook island and nook area. Other features are the den/office on main and a family/media room on the lower level.,http://thumbs.trulia-cdn.com/pictures/thumbs_big/ps.61/d/4/4/b/picture-uh=a850b36bbd84d19e0c414d75ffc854-ps=d44bf496f51369f391dd4f902261a5c2.jpg,15,,,2014-04-27 06:38:28,14676279,14,http://www.trulia.com/property/1060401200-9640-SW-Shady-Pl-Tigard-OR-97223,Suzanne Clark,office@suzanneclarkgroup.com,9712956875,,Keller Williams Portland Central,http://realestate.kellerwilliams.com/pages/RMLSOR/14676279/?channel=trulia,,,,,,,,,
      9 Juarez St Lake Oswego OR 97035,9,Juarez St,,Lake Oswego,Multnomah,OR,97035,499000,,,,,,,,,,,For Sale,Resale,Single-Family Home,3,3,1,2823,176.76231,8 712 sqft,1983,Mount Park,Pictures are from 2010. Exterior needs work. Mountain Park nghborhd-naturally peaceful home. Gigantic wndws allow landscape to become part of interior & natural light. Open concept & loft-style vaulted ceilings of lvng dning & ktchn. Stone-detailed gas freplce viewable from lving & dning rms. Ktchn w/ granite cntertps. Renovated bthrms w/ elegant tile work & modern fixtures. Mster bdrm w/ walk-in closet & attchd deck.,http://thumbs.trulia-cdn.com/pictures/thumbs_big/ps.61/6/0/6/0/picture-uh=782ce6618ae07885b023d75272968570-ps=6060e70edf8a321a0209170716578e.jpg,16,,,2014-04-27 06:38:11,14676489,14,http://www.trulia.com/property/1042461881-9-Juarez-St-Lake-Oswego-OR-97035,Suzanne Clark,office@suzanneclarkgroup.com,9712956875,,Keller Williams Portland Central,http://realestate.kellerwilliams.com/pages/RMLSOR/14676489/?channel=trulia,,,,,,,,,
      17233 SW Roosevelt St Sherwood OR 97140,17233,SW Roosevelt St,,Sherwood,Washington,OR,97140,385900,$394500,May 9 2014,-$8600,-2.2%,$394500,Apr 25 2014,-$8600,-2.2%,,,For Sale,Resale,Single-Family Home,4,2,1,2539,151.98897,5 227 sqft,2004,,Flawless home in the desirable Heron Ridge Estates. Light bright and airy with high ceilings and hardwood floors throughout most of the main floors. Formal living and dining rooms. Gourmet kitchen with island stainless steel appliances including gas range pantry and breakfast nook. Inviting family room with large picture window. Master bedroom retreat with walk-in closet. Master bath with soaking tub shower and dual vanities.,http://thumbs.trulia-cdn.com/pictures/thumbs_big/ps.61/4/b/a/4/picture-uh=a4b4d95125bdf6d84c9b839dba4863c-ps=4ba44e4e9df9458055f5a75bb2ea067.jpg,16,,,2014-04-26 13:52:09,14537398,15,http://www.trulia.com/property/1085961509-17233-SW-Roosevelt-St-Sherwood-OR-97140,Bill Gaffney,bgaffney@email.com,5033106775,,Change Realty LLC,http://listings.listhub.net/pages/RMLSOR/14537398/?channel=trulia,,,,,,,,,
      23318 SW Old Highway 99w Sherwood OR 97140,23318,SW Old Highway 99w,,Sherwood,Washington,OR,97140,287500,,,,,,,,,,,For Sale,Resale,Single-Family Home,3,2,1,1545,186.08414,6 969 sqft,1997,,Well-built home in desirable Woodhaven neighborhood! Spacious open floor plan. Darling bright and airy kitchen features a large eat bar and opens to family room with a cozy gas fireplace. Formal living room w/ vaulted ceilings. Huge master suite is also vaulted w/ walk-in closet private bath & access to back deck. Nice shady low-maint. backyard features covered patio w/ hot tub under a custom gazebo magnolia dogwood trees & more!,http://thumbs.trulia-cdn.com/pictures/thumbs_big/ps.61/7/f/a/5/picture-uh=fcdacdb59ae08180b426a914bb244bf-ps=7fa57842791b620664cf28443ffe7e7.jpg,14,http://23318swoldhwy99w.eproptours.com,,2014-04-26 13:51:57,14383621,15,http://www.trulia.com/property/3153682803-23318-SW-Old-Highway-99w-Sherwood-OR-97140,Sarah Spohn,sarahs@oregonrealty.com,(503) 839-8846,,Oregon Realty Company,http://listings.listhub.net/pages/RMLSOR/14383621/?channel=trulia,,,,,,,,,
      16106 SW Palermo Ln Tigard OR 97223,16106,SW Palermo Ln,,Tigard,Washington,OR,97223,289500,$294900,Apr 25 2014,-$5400,-1.8%,$294900,Apr 12 2014,-$5400,-1.8%,,,For Sale,Resale,Single-Family Home,3,2,1,1402,206.49072,5 227 sqft,1998,,Beautiful home situated in area of more expensive houses.Lives larger than the square feet! Open great room featuring a wood burning fireplace vaults and lots of natural light! Located on the edge of culdesac so that there is not a house directly behind it. Large private backyard with sought after southern exposure! Walk to Progress Ridge shopping restaurants movies etc! Move in ready. Washer dryer & refrigerator included!,http://thumbs.trulia-cdn.com/pictures/thumbs_big/ps.61/2/7/4/8/picture-uh=4892fd5275ff9e835bbcc87bafb627-ps=2748313f83e7bcb236aaf11379c2e.jpg,12,,,2014-04-26 13:50:34,14667663,28,http://www.trulia.com/property/3152103173-16106-SW-Palermo-Ln-Tigard-OR-97223,Julie Reynolds,julie@homesbyjulie.net,5038056301,,Summa Real Estate Group,http://listings.listhub.net/pages/RMLSOR/14667663/?channel=trulia,,,,,,,,,
      22345 SW Mandan Dr Tualatin OR 97062,22345,SW Mandan Dr,,Tualatin,Washington,OR,97062,390000,$400000,Apr 25 2014,-$10000,-2.5%,$400000,Mar 20 2014,-$10000,-2.5%,,,For Sale,Resale,Single-Family Home,3,2,1,2616,149.08257,10 454 sqft,1998,,Expanded custom home on small cul-de-sac. Great room with family room and kitchen formal dining room with wood floors office on the main floor Master suite with sitting area & walk-in-shower second office up with separate bonus room.,http://thumbs.trulia-cdn.com/pictures/thumbs_big/ps.60/c/c/e/c/picture-uh=d114cad5fb19102f491448c906c76-ps=ccec2010743aa1749238113838c67080.jpg,14,,,2014-04-26 13:50:19,14487469,52,http://www.trulia.com/property/3149490355-22345-SW-Mandan-Dr-Tualatin-OR-97062,Chris Suarez,chris@pdxpropertygroup.com,(503) 748-8300,,Keller Williams Realty Professionals,http://realestate.kellerwilliams.com/pages/RMLSOR/14487469/?channel=trulia,,,,,,,,,
      11894 SE Masa Ln Happy Valley OR 97086,11894,SE Masa Ln,,Happy Valley,Clackamas,OR,97086,474900,,,,,,,,,,,For Sale,Resale,Single-Family Home,3,2,0,3198,148.49907,0.25 acres,1997,,Its a 10! Awesome curb appeal! Stellar neighborhood w/path to top rated Spring Mtn Elem. Quiet backs to open space. Stunning back yard. Very spacious amazing bonus could be divided for 4th bed/bath. Entertain w/wet bar media room deck off bonus. Perfect condition w/many rooms recent Devine paint. Plantation blinds coved master ceiling office cherry built ins marble entry. Minutes to I-205 Nordstrom airport New Seasons!,http://thumbs.trulia-cdn.com/pictures/thumbs_big/ps.61/e/2/b/6/picture-uh=c8876c51f35bc1fe1ad544331a73d8-ps=e2b62ed87e466eeebeb3433c7a53ea6.jpg,16,,,2014-04-26 13:49:22,14422476,15,http://www.trulia.com/property/3153629549-11894-SE-Masa-Ln-Happy-Valley-OR-97086,Kim Lee Kress,skkress@aol.com,503-497-2138,,Windermere Real Estate,http://listhub.windermere.com/pages/WINDERMERE/24338374/?channel=trulia,,,,,,,,,
      20805 SW Trails End Dr Sherwood OR 97140,20805,SW Trails End Dr,,Sherwood,Washington,OR,97140,314900,,,,,,,,,,,For Sale,Resale,Single-Family Home,3,2,1,2261,139.27466,6 098 sqft,1997,,Light and bright this wonderful home offers a new 2 story addition. Great location/schools/shopping easy access to HWY 99.New carpet and paint shows great!,http://thumbs.trulia-cdn.com/pictures/thumbs_big/ps.61/3/5/e/b/picture-uh=ad8386f46589e5d7ff1bd1a02f5b09b-ps=35eb5402f21e7e0d09ff63938f8e8b7.jpg,3,,,2014-04-25 07:51:01,14137102,16,http://www.trulia.com/property/3153500758-20805-SW-Trails-End-Dr-Sherwood-OR-97140,Tedi Mcknight-heikes,tedi@raindanceproperties.com,(503) 819-2430,,Rain Dance Properties Inc,http://listings.listhub.net/pages/RMLSOR/14137102/?channel=trulia,,,,,,,,,
      11599 SW 134th Pl Tigard OR 97223,11599,SW 134th Pl,,Tigard,Washington,OR,97223,299900,,,,,,,,,,,For Sale,Resale,Single-Family Home,4,3,0,2084,143.90594,4 791 sqft,1986,,Open Sunday 5/4 1-3pm. Summerlake neighborhood! 4 bedrooms & 3 full bathrooms! Master suite & 2 other bedrooms on main. Upstairs: Bonus rm w/ surround sound & wetbar bedroom & full bathroom (could use as another master.) New exterior paint kitchen faucet downstairs bathroom sinks Newer roof water heater carpet & SS range. living rm dining rm family rm & bonus room. On a cul-de-sac w/ Lots of light. Fridge included. A/C too!,http://thumbs.trulia-cdn.com/pictures/thumbs_big/ps.61/e/a/1/0/picture-uh=3779bacc150d2a480879a58c69bd-ps=ea1057302d42beb81f2a97d938f7a6b3.jpg,16,http://tour.circlepix.com/home/CVDKP4,,2014-04-25 07:50:43,14042998,16,http://www.trulia.com/property/1078437478-11599-SW-134th-Pl-Tigard-OR-97223,Amanda Tahayori GRI SRES,amandat@johnlscott.com,(503) 451-6201,,John L. Scott,http://listings.listhub.net/pages/RMLSOR/14042998/?channel=trulia,,,,,,,,,
      14275 SW 161st Ave Tigard OR 97224,14275,SW 161st Ave,,Tigard,Washington,OR,97224,429950,,,,,,,,,,,For Sale,Resale,Single-Family Home,4,3,,2450,175.48979,0.47 acres,1971,,Beautiful home and large Bull Mountain lot. Mostly 1 level living plus a basement bonus room and huge storage area. Spacious rooms brick fireplace parquet floors vinyl windows. Nice in law quarters with full 3rd bath. Huge lot with trees flowers gardens possible RV Parking views of sunsets-trees-valley plus much more!!,http://thumbs.trulia-cdn.com/pictures/thumbs_big/ps.61/d/3/1/4/picture-uh=8fcd45c91f36de9fab37d9c5e3bf8fdf-ps=d314e78ccdb299fcf544729dfb494ca.jpg,9,,,2014-04-25 07:50:26,14419340,16,http://www.trulia.com/property/3153579446-14275-SW-161st-Ave-Tigard-OR-97224,Bob Bramel,bob_bramel@hotmail.com,(503) 336-9793,,real pro nw,http://www.Oregon-Houses.com#tr987405,,,,,,,,,
      15888 SE Chelsea Morning Dr Happy Valley OR 97086,15888,SE Chelsea Morning Dr,,Happy Valley,Clackamas,OR,97086,379000,$399900,Apr 30 2014,-$20900,-5.2%,$399900,Apr 24 2014,-$20900,-5.2%,,,For Sale,Resale,Single-Family Home,4,2,1,2420,156.61157,5 227 sqft,2005,,Immaculate one owner home! Kitchen has eating nook and island lots of counters & cabinets laminated plank flooring. Large family room with corner fireplace is perfect for entertaining. Dining room off kitchen is just right for holiday gatherings! Spacious master suite with soak tub double sinks large walk-in closet. Valley and mountain views from master bedroom family room kitchen & deck. Call today to see this lovely home!,http://thumbs.trulia-cdn.com/pictures/thumbs_big/ps.61/c/6/1/5/picture-uh=b48227a534b5c193c499be868f9873b3-ps=c615d57b6ae15dd9dbc45f916c957f5f.jpg,16,,,2014-04-25 07:48:59,14248228,16,http://www.trulia.com/property/3153563602-15888-SE-Chelsea-Morning-Dr-Happy-Valley-OR-97086,Charlie Phillips,chazphil@gmail.com,5037505574,,Oregon Realty Company,http://listings.listhub.net/pages/RMLSOR/14248228/?channel=trulia,,,,,,,,,
      1924 Aztec Ct West Linn OR 97068,1924,Aztec Ct,,West Linn,Clackamas,OR,97068,469900,$500000,Apr 22 2014,-$30100,-6%,$500000,Mar 13 2014,-$30100,-6%,,,For Sale,Resale,Single-Family Home,4,2,1,2826,166.27742,8 712 sqft,1984,Hidden Springs,Enjoy the privacy&serenity offered by this unique home backing to Sunburst Park.3 bedrooms+den(or 4th bed) all on one level.Newer 50yr roof windows paint patio drapes doors appliances water heater baths kitchen skylights sauna cent.vac &more!Fully fenced yard 2patios pond w/waterfall Tea House Shed &exquisite Japanese Gardens offer display of color year round!Neighborhood tennis/pool.Nearby parks walking trails shopping dining&schools!,http://thumbs.trulia-cdn.com/pictures/thumbs_big/ps.60/1/2/f/0/picture-uh=1a914ebbfe2cb2194acf6f75e28cbf1d-ps=12f09f1ffed48dbaa9f61bf82f1810c1.jpg,17,http://www.hasson.com/property/25697049/syn/3/,,2014-04-24 06:45:15,14030759,58,http://www.trulia.com/property/3148756223-1924-Aztec-Ct-West-Linn-OR-97068,Hasson,lauren@hasson.com,(503) 348-0536,,Hasson,http://www.hasson.com/property/25697049/syn/3/,,,,,,,,,
      17488 Mardee Ave Lake Oswego OR 97035,17488,Mardee Ave,,Lake Oswego,Clackamas,OR,97035,499950,$519000,Apr 22 2014,-$19050,-3.7%,$519000,Mar 29 2014,-$19050,-3.7%,,,For Sale,Resale,Single-Family Home,4,2,1,2168,230.60425,0.25 acres,1990,,Beautifully updated home: new roof 2012 chef's kitchen gas cook cherry hardwood floors many built-ins and newer designer paints. Great floor plan lives large and flows well. Family room with cozy fireplace. Entertainer inside and out. Grand oaks grace the private spacious back yard including patio and 42x16 deck and raised garden beds. Located at end of flat cul-de-sac. Great walking areas and close schools. 3 Boat Easements!,http://thumbs.trulia-cdn.com/pictures/thumbs_big/ps.61/f/9/3/e/picture-uh=619cf9ae308b83d54d355a6a5d3ac710-ps=f93e1bb84a44e0698f9361e29b74f0a.jpg,16,,,2014-04-24 06:44:30,14341139,42,http://www.trulia.com/property/1049366055-17488-Mardee-Ave-Lake-Oswego-OR-97035,Renee Brewer,ReneeBrewer4Homes@gmail.com,5033279071,,Premiere Property Group,http://listings.listhub.net/pages/RMLSOR/14341139/?channel=trulia,,,,,,,,,
      6655 SW Ventura Dr Tigard OR 97223,6655,SW Ventura Dr,,Tigard,Washington,OR,97223,325000,$335000,Apr 22 2014,-$10000,-3%,$360000,Jan 28 2014,-$35000,-9.7%,,May 19th 2010,Active Contingent,Resale,Single-Family Home,4,2,1,2480,131.04839,0.25 acres,1993,,,,,,,2014-04-24 06:44:15,14106420,102,http://www.trulia.com/property/1078383928-6655-SW-Ventura-Dr-Tigard-OR-97223,,,,,Keller Williams Sunset Corridor,http://realestate.kellerwilliams.com/pages/RMLSOR/14106420/?channel=trulia,,,,,,,,,
      10802 SE 144th Loop Happy Valley OR 97086,10802,SE 144th Loop,,Happy Valley,Clackamas,OR,97086,429000,,,,,,,,,,,For Sale,Resale,Single-Family Home,3,2,1,2658,161.39955,0.34 acres,2002,,Stunning custom built craftsman in the heart of Happy Valley! Exquisite Brazilian cherry floors gourmet kitchen w/ granite & large island along w/stainless appliances built in's floor to ceiling stone fireplace custom woodwork galore high ceilings trex decks 3 living room areas main floor! Tile in bathrooms & laundry room Master suite w/oversized jet tub no expense spared! Koi cascading waterfall pond exceptional CUSTOM build!,http://thumbs.trulia-cdn.com/pictures/thumbs_big/ps.61/d/a/c/5/picture-uh=78d65ffe205f70c5be96bf6747e8fc38-ps=dac5dce7b6bfb13cf2348e9437b5df75.jpg,16,,,2014-04-24 06:43:47,14265770,17,http://www.trulia.com/property/3153390306-10802-SE-144th-Loop-Happy-Valley-OR-97086,Steven Alves,jalves@PremierePropertyGroup.com,5034300464,,Premiere Property Group,http://listings.listhub.net/pages/RMLSOR/14265770/?channel=trulia,,,,,,,,,
      29 Del Prado St Lake Oswego OR 97035,29,Del Prado St,,Lake Oswego,Clackamas,OR,97035,459900,,,,,,,,,,Aug 23rd 2011,Active Contingent,Resale,Single-Family Home,4,2,0,2972,154.74428,10 018 sqft,1974,Mount Park,,,,,,2014-04-24 06:42:52,14429544,17,http://www.trulia.com/property/1059463207-29-Del-Prado-St-Lake-Oswego-OR-97035,Judy Tobolski,judytobolski@cbseal.com,(503) 699-3957,,Coldwell Banker Barbara Sue Seal Properties,http://listings.listhub.net/pages/SEAL/33785801/?channel=trulia,,,,,,,,,
      8358 SW Ozette Ct Tualatin OR 97062,8358,SW Ozette Ct,,Tualatin,Washington,OR,97062,339000,$349000,May 6 2014,-$10000,-2.9%,$349000,Apr 22 2014,-$10000,-2.9%,,,For Sale,Resale,Single-Family Home,4,3,0,2420,140.08264,10 454 sqft,1981,,*wow just dropped 10k* New listing. Beautiful Tualatin. Light and Bright lots of windows. Very spacious home on calm culdesac large private lot. French doors to formal living with fireplace off kitchen-family room. Newly remodled kitchen bathrooms and new carpet & floors.,http://thumbs.trulia-cdn.com/pictures/thumbs_big/ps.61/f/2/f/0/picture-uh=f4f374994c555f98381c92e5779e622-ps=f2f0ede59df4e04a6845df8bf32e48c2.jpg,16,,,2014-04-23 08:06:57,14523639,18,http://www.trulia.com/property/3153253169-8358-SW-Ozette-Ct-Tualatin-OR-97062,Lora Pritchard,loraworldwiderealty@gmail.com,5035157596,,World Wide Realty Inc.,http://listings.listhub.net/pages/RMLSOR/14523639/?channel=trulia,,,,,,,,,
      21335 SW Martinazzi Ave Tualatin OR 97062,21335,SW Martinazzi Ave,,Tualatin,Washington,OR,97062,425000,,,,,,,,,,,For Sale,Resale,Single-Family Home,4,2,0,2329,182.48175,0.43 acres,1981,,Beautiful home on cozy culdesac close to schools and downtown. Autumwoods neighborhood. 4 bedrooms 2 1/2 baths plus family room. Large backyard with covered patio and lower deck to enjoy outdoor living. RV parking oversized 2 car garage w/work bench. Gas fireplace in living room. Granite kitchen S/S appliances and hardwood floors. New hot water heater back fence and tiled bathroom floors. Immaculate in and out. Must see!,http://thumbs.trulia-cdn.com/pictures/thumbs_big/ps.61/4/2/5/7/picture-uh=2611da41e94d42b8f31a54821bde39d2-ps=42579f419a765aab86777dde93aa28.jpg,16,,,2014-04-23 08:06:39,14212280,18,http://www.trulia.com/property/3153263003-21335-SW-Martinazzi-Ave-Tualatin-OR-97062,Katie Hale,katiehale@windermere.com,(503) 550-9270,,Windermere Real Estate,http://listhub.windermere.com/pages/WINDERMERE/24309834/?channel=trulia,,,,,,,,,
      21340 Horton Ct West Linn OR 97068,21340,Horton Ct,,West Linn,Clackamas,OR,97068,500000,,,,,,,,,,,For Sale,Resale,Single-Family Home,5,,,3236,154.51175,10 018 sqft,1983,Rosemont Summit,Wonderful view home located on quiet cul-de-sac in a great established neighborhood! Remodeled kitchen w/quartz counter tops & stainless appliances. Soaring vaulted ceilings in living/dining area. NEW 50 year roof & NEW lifetime Milgard windows. Hardwoods in entry hall & kitchen/nook area. Spacious daylight basement w/great storage areas/wine cellar. Private yard featuring a gorgeous Magnolia. Views from 2-story deck of Mt Hood & Adams!,http://thumbs.trulia-cdn.com/pictures/thumbs_big/ps.61/5/e/9/d/picture-uh=b7811b1a60ddce598caf146f45b1891-ps=5e9d2f3d632d4811d71817e1b2f9dc8.jpg,16,http://www.vht.com/392172238,,2014-04-23 08:06:22,14336609,18,http://www.trulia.com/property/3153299580-21340-Horton-Ct-West-Linn-OR-97068,Jon Sanford,jonsanford@BHHSNW.com,503-927-4470,,BHHS NW Real Estate Lake Oswego,http://www.bhhsnw.com/mls=RTR14336609&s=trulia,,,,,,,,,
      1056 Epperly Way West Linn OR 97068,1056,Epperly Way,,West Linn,Clackamas,OR,97068,439900,,,,,,,,,,,For Sale,Resale,Single-Family Home,4,,,2486,176.95093,5 227 sqft,2009,Willamette,Fantastic Arbor Cove location within a mile of Old Town Willamette parks & freeway access. Like new home with Master on the Main Floor + a Guest/Den & full bath. Two bedrooms and a huge Bonus Room + Bath on the upper level make this an ideal layout. Gorgeous wood floors granite counters covered patio & more. Yard is private - this is a winner.,http://thumbs.trulia-cdn.com/pictures/thumbs_big/ps.61/1/8/a/f/picture-uh=9e8e213e27bdc96a31a88dffbaef215-ps=18af68305a72e766b62f15ccd3d499e.jpg,16,http://www.tourbuzz.net/public/vtour/full/196065/,,2014-04-23 08:06:12,14197222,18,http://www.trulia.com/property/1086288632-1056-Epperly-Way-West-Linn-OR-97068,Linda Heinrichs,lheinrichs@comcast.net,(503) 278-5664,,RE/MAX Pacific Northwest RE/MAX EQUITY GROUP- LAKE OSWEGO,http://www.remax.com/mls/322-14197222,,,,,,,,,
      12780 SE Emiko Ct Happy Valley OR 97086,12780,SE Emiko Ct,,Happy Valley,Clackamas,OR,97086,474000,$474975,May 2 2014,-$975,-0.2%,$495000,Jan 23 2014,-$21000,-4.2%,,,For Sale,Resale,Single-Family Home,5,3,1,3751,126.3663,,1998,,Beautiful home in private culdesac in classic Happy Valley neighborhood. The home has 5 very large bedrooms and 3 bathrooms. The master suite is on the upper level and has a jacuzzi tub. The home is great for entertaining and is wire for surround sound through out. Nearby local school transportation lines shopping and food. Fully landscaped backyard backs up to green space and is fully fenced.,http://thumbs.trulia-cdn.com/pictures/thumbs_big/ps.59/2/f/6/a/picture-uh=10e080d697ee165e2892ca12e4bc22db-ps=2f6a939e832bd7fd6bc6404c5b274ba.jpg,17,,,2014-04-23 08:05:42,14087073,108,http://www.trulia.com/property/3061701311-12780-SE-Emiko-Ct-Happy-Valley-OR-97086,Noah Kirshbaum,noah@bhgpartners.com,5039573836,,Better Homes and Gardens Real Estate Realty Partners,http://listhub.bhgrealestate.com/pages/RFGBHG/4281748/?channel=trulia,,,,,,,,,
      12269 SW Fuji Ct Tigard OR 97224,12269,SW Fuji Ct,,Tigard,Washington,OR,97224,284900,,,,,,,,,,,For Sale,Resale,Single-Family Home,4,2,,,0,,2000,,To view this home please contact Nick Shivers at (503) 924-6394. Come see home designed for entertaining &amp; comfort nxt to grnspce on quiet st. Hrdwd flrs thruout this bright space.Fmly rm wired for speakers &amp; frplce in lvg rm. Mstr ste w/soak tub &amp; wlk-in closet. Plenty of strge in closets unique under-the-strs drwrs &amp; full-height attic. Relax in fnced bckyd near blt-in firepit or install your own hammock. Bckyd also features astro turf w/ drain rck undrnth. Sellers are original owners. Unique home! To get pre-qualified please call at (971) 238-2410 or email at mcharlton@guildmortgage.net NMLS #843164 .,http://thumbs.trulia-cdn.com/pictures/thumbs_big/ps.61/3/2/4/b/picture-uh=19ee6c78d2b0c35c6e5c4e3698b198c2-ps=324b9a455572bf9f8c8c586375bf1e2.jpg,16,http://12269fujict.edgelistingpro.com/hd_tour,,2014-04-22 06:18:30,,19,http://www.trulia.com/property/3153235120-12269-SW-Fuji-Ct-Tigard-OR-97224,Nick Shivers,sold@westonepro.com,(503) 594-0805,,Keller Williams Westone Properties via edgelistingpro.com,http://12269fujict.edgelistingpro.com,,,,,,,,,
      1950 Green Acres Ln Lake Oswego OR 97034,1950,Green Acres Ln,,Lake Oswego,Clackamas,OR,97034,489900,$499900,Apr 17 2014,-$10000,-2%,$525000,Sep 10 2013,-$35100,-6.7%,,,For Sale,Resale,Single-Family Home,4,2,1,2659,184.2422,,2013,Glenmorrie,JUST REDUCED 50K! Open house Saturday 9/28 1:00 - 3:00 pm. New construction offers terrific blend of luxury and value in Lake Oswego! 4 bedroom 2.5 bath floor plan includes master suite on the main level open kitchen with island and stainless steel appliances bonus room den/office mud room covered porch finished 2-car garage with space for workshop and more. Large lot and fenced backyard.,http://thumbs.trulia-cdn.com/pictures/thumbs_big/ps.61/a/4/e/f/picture-uh=3ec563f53572314e89c3d4f9cb892412-ps=a4ef9011f0889a746e7f79d418d71621.jpg,16,http://tours.tourfactory.com/tours/sizetour.asp?t=1056589&r=Trulia,,2014-04-20 03:26:44,13470174,180+,http://www.trulia.com/property/3001595333-1950-Green-Acres-Ln-Lake-Oswego-OR-97034,William Fendon,info@willfendonproperties.com,(503) 534-3530,,Cascade Sotheby's International Realty,http://listhub.sothebysrealty.com/pages/RFGSIR/20385363/?channel=trulia,,,,,,,,,
      11266 SW 91st Ct Tigard OR 97223,11266,SW 91st Ct,,Tigard,Washington,OR,97223,270000,,,,,,,,,,,For Sale,Resale,Single-Family Home,4,2,1,2012,134.19482,7 840 sqft,1992,,A beautiful 2-Story Home with 4 bedrooms 2.1 bathrooms and 2 012 square feet. Features a living room kitchen dining family room bonus room master suite and utility room. The exterior features a front porch rear deck fenced in yard and a 2-car attached garage. Come see today.,http://thumbs.trulia-cdn.com/pictures/thumbs_big/ps.61/f/f/b/e/picture-uh=b4d6310cea5f9c71731a8e2153812f0-ps=ffbe70abdd70241e5477a3de7fe29517.jpg,21,,,2014-04-20 03:23:29,,22,http://www.trulia.com/property/3152936076-11266-SW-91st-Ct-Tigard-OR-97223,Mal &amp; Seitz,hud@malandseitz.com,(503) 405-4785,,MAL &amp; SEITZ,http://ClickAllHomesNow.com#tr982789,,,,,,,,,
